user 9   scene:2
time: 31.825992107391357, score: [236.5902]
time: 31.847419261932373, score: [239.60057]
time: 31.868995666503906, score: [242.64987]
time: 31.880096673965454, score: [245.76584]
time: 31.893049716949463, score: [248.89215]
time: 31.907688856124878, score: [252.04466]
time: 31.91998600959778, score: [255.22688]
time: 31.931872367858887, score: [258.40112]
time: 31.943920850753784, score: [261.563]
time: 31.95896053314209, score: [264.70886]
time: 31.97138524055481, score: [267.83734]
time: 31.98307967185974, score: [270.94995]
time: 31.99499201774597, score: [274.04688]
time: 32.00704526901245, score: [277.12958]
time: 32.01890301704407, score: [280.19962]
time: 32.03492188453674, score: [283.25873]
time: 32.04969835281372, score: [286.30847]
time: 32.0632643699646, score: [289.35022]
time: 32.07786321640015, score: [292.38522]
time: 32.09074330329895, score: [295.4145]
time: 32.10188603401184, score: [298.32196]
time: 32.11577534675598, score: [301.23047]
time: 32.13073229789734, score: [304.17032]
time: 32.1428964138031, score: [307.14923]
time: 32.154476165771484, score: [310.12802]
time: 32.16922163963318, score: [313.10803]
time: 32.18514561653137, score: [316.09106]
time: 32.19924545288086, score: [319.0774]
time: 32.211909532547, score: [322.06677]
time: 32.2235152721405, score: [325.05902]
time: 32.23758339881897, score: [328.05377]
time: 32.251763582229614, score: [331.05072]
time: 32.266311168670654, score: [334.03986]
time: 32.27997970581055, score: [335.155]
time: 32.29432511329651, score: [335.17142]
time: 32.308475732803345, score: [335.17328]
time: 32.322739124298096, score: [335.16962]
time: 32.3347601890564, score: [335.16724]
time: 32.34912371635437, score: [335.1669]
time: 32.36657905578613, score: [335.16724]
time: 32.380622148513794, score: [335.16748]
time: 32.39514112472534, score: [335.1675]
time: 32.407270193099976, score: [335.16745]
time: 32.422348499298096, score: [335.16742]
time: 32.437052726745605, score: [335.16742]
time: 32.45152425765991, score: [335.16742]
time: 32.46699380874634, score: [335.16742]
time: 32.48099994659424, score: [335.16742]
time: 32.496055603027344, score: [335.16742]
time: 32.511106967926025, score: [335.16742]
time: 32.52518129348755, score: [335.16742]
time: 32.53724479675293, score: [335.16742]
time: 32.5512273311615, score: [335.16742]
time: 32.569058895111084, score: [335.16742]
time: 32.58277201652527, score: [335.16742]
time: 32.59525275230408, score: [335.16742]
time: 32.61031532287598, score: [335.16742]
time: 32.62315011024475, score: [335.16742]
time: 32.63800382614136, score: [335.16742]
time: 32.65082001686096, score: [335.16742]
time: 32.66536569595337, score: [335.16742]
time: 32.67712163925171, score: [335.16742]
time: 32.689143657684326, score: [335.16742]
