user 20   scene:3
time: 0.016739845275878906, score: [268.60056]
time: 0.04831194877624512, score: [275.8959]
time: 0.07199907302856445, score: [283.18256]
time: 0.09872841835021973, score: [290.54593]
time: 0.12240767478942871, score: [297.91296]
time: 0.14903879165649414, score: [305.2815]
time: 0.16924285888671875, score: [312.6554]
time: 0.19101285934448242, score: [320.0323]
time: 0.20956826210021973, score: [327.51645]
time: 0.2333383560180664, score: [335.05853]
time: 0.25552892684936523, score: [342.60312]
time: 0.27753543853759766, score: [350.14404]
time: 0.2960662841796875, score: [357.70343]
time: 0.3165435791015625, score: [365.2728]
time: 0.33701300621032715, score: [372.83813]
time: 0.3551182746887207, score: [380.38046]
time: 0.37570905685424805, score: [387.90244]
time: 0.39736366271972656, score: [395.4382]
time: 0.4163498878479004, score: [403.01016]
time: 0.4391169548034668, score: [410.5529]
time: 0.4573338031768799, score: [418.03]
time: 0.4796280860900879, score: [425.3865]
time: 0.5018880367279053, score: [431.92203]
time: 0.5204355716705322, score: [436.4188]
time: 0.5388989448547363, score: [441.80548]
time: 0.5580248832702637, score: [447.20682]
time: 0.5789899826049805, score: [452.63412]
time: 0.5951383113861084, score: [458.08884]
time: 0.6166951656341553, score: [463.91785]
time: 0.6375999450683594, score: [469.5488]
time: 0.6592812538146973, score: [475.7802]
time: 0.6774096488952637, score: [482.12448]
time: 0.7000255584716797, score: [488.65198]
time: 0.7208433151245117, score: [491.8741]
time: 0.7470364570617676, score: [492.3308]
time: 0.7686676979064941, score: [492.90646]
time: 0.7904267311096191, score: [493.42075]
time: 0.8138222694396973, score: [493.99686]
time: 0.8368103504180908, score: [494.61215]
time: 0.8624081611633301, score: [495.25247]
time: 0.8861038684844971, score: [495.51654]
time: 0.9078826904296875, score: [495.62192]
time: 0.9331762790679932, score: [495.6012]
time: 0.9597866535186768, score: [495.50574]
time: 0.9819319248199463, score: [495.37146]
time: 1.0012288093566895, score: [495.5195]
time: 1.0232388973236084, score: [495.5976]
time: 1.0520882606506348, score: [495.57816]
time: 1.078199863433838, score: [495.46103]
time: 1.1009330749511719, score: [495.28574]
time: 1.12198805809021, score: [495.10538]
time: 1.1457180976867676, score: [494.96255]
time: 1.1636710166931152, score: [494.87918]
time: 1.1859323978424072, score: [494.85532]
time: 1.2068204879760742, score: [494.87808]
time: 1.2286913394927979, score: [494.9315]
time: 1.2505674362182617, score: [495.00055]
time: 1.2717692852020264, score: [495.0724]
time: 1.2911362648010254, score: [495.1359]
time: 1.3117578029632568, score: [495.18234]
time: 1.3340458869934082, score: [495.2056]
time: 1.355226755142212, score: [495.204]
time: 1.375868558883667, score: [495.18112]
time: 1.3974964618682861, score: [495.14468]
time: 1.4156732559204102, score: [495.10428]
time: 1.435145378112793, score: [495.0687]
time: 1.454805612564087, score: [495.04395]
time: 1.4754204750061035, score: [495.0323]
time: 1.4944136142730713, score: [495.03314]
time: 1.5134692192077637, score: [495.04373]
time: 1.5328869819641113, score: [495.06024]
