user 28   scene:3
time: 0.07100963592529297, score: [268.56137]
time: 0.26859259605407715, score: [275.88882]
time: 0.4494822025299072, score: [283.17416]
time: 0.6231544017791748, score: [290.53442]
time: 0.7938969135284424, score: [297.8978]
time: 0.9568150043487549, score: [305.2624]
time: 1.1221630573272705, score: [312.63156]
time: 1.3065228462219238, score: [320.00183]
time: 1.512397289276123, score: [327.47598]
time: 1.6981987953186035, score: [335.00375]
time: 1.8818457126617432, score: [342.52698]
time: 2.0918328762054443, score: [350.03857]
time: 2.2797231674194336, score: [357.5609]
time: 2.4519145488739014, score: [365.0823]
time: 2.6446406841278076, score: [372.59384]
time: 2.8314244747161865, score: [380.07428]
time: 3.026648759841919, score: [387.52524]
time: 3.225137233734131, score: [394.95038]
time: 3.4375574588775635, score: [402.43732]
time: 3.6360952854156494, score: [409.88766]
time: 3.847479820251465, score: [417.29922]
time: 4.052848815917969, score: [424.61014]
time: 4.2738165855407715, score: [431.87003]
time: 4.520217418670654, score: [439.00607]
time: 4.740819454193115, score: [444.4221]
time: 4.941333055496216, score: [448.8913]
time: 5.1876068115234375, score: [454.2279]
time: 5.4167563915252686, score: [459.63858]
time: 5.663052320480347, score: [465.01974]
time: 5.890710353851318, score: [470.4377]
time: 6.179685354232788, score: [475.90018]
time: 6.439180850982666, score: [481.49368]
time: 6.703110218048096, score: [487.74533]
time: 6.942681789398193, score: [490.83157]
time: 7.188099145889282, score: [491.71542]
time: 7.450924634933472, score: [492.16168]
time: 7.671544551849365, score: [492.75357]
time: 7.9493021965026855, score: [493.4548]
time: 8.208433628082275, score: [494.23703]
time: 8.429470539093018, score: [494.90436]
time: 8.684779405593872, score: [495.5203]
time: 8.907887697219849, score: [496.01]
time: 9.13461971282959, score: [496.27393]
time: 9.348531723022461, score: [496.28525]
time: 9.560341835021973, score: [496.15332]
time: 9.758938789367676, score: [496.22922]
time: 10.037627458572388, score: [496.1264]
time: 10.295190572738647, score: [495.84818]
time: 10.448323726654053, score: [495.47742]
time: 10.607540369033813, score: [495.09064]
time: 10.740480422973633, score: [494.7503]
time: 10.866538047790527, score: [494.50934]
time: 11.01096248626709, score: [494.39474]
time: 11.170372009277344, score: [494.39066]
time: 11.326737403869629, score: [494.46252]
time: 11.458248376846313, score: [494.58063]
time: 11.575344800949097, score: [494.7241]
time: 11.717040300369263, score: [494.57996]
time: 11.866584300994873, score: [494.48578]
time: 11.984534502029419, score: [494.4609]
time: 12.09431004524231, score: [494.5155]
time: 12.23929214477539, score: [494.6397]
time: 12.3645179271698, score: [494.80447]
time: 12.4924955368042, score: [494.9749]
time: 12.619234323501587, score: [495.12064]
time: 12.72614336013794, score: [495.222]
time: 12.857289791107178, score: [495.27243]
time: 12.970500230789185, score: [495.2764]
time: 13.087289810180664, score: [495.2438]
time: 13.17950987815857, score: [495.18616]
