user 26   scene:2
time: 0.08112668991088867, score: [236.50073]
time: 0.22987008094787598, score: [239.5798]
time: 0.3465282917022705, score: [242.62439]
time: 0.45859432220458984, score: [245.72166]
time: 0.5720806121826172, score: [248.81035]
time: 0.69136643409729, score: [251.87189]
time: 0.8024642467498779, score: [254.94318]
time: 0.9391274452209473, score: [258.00763]
time: 1.0818586349487305, score: [261.05267]
time: 1.217428207397461, score: [264.0839]
time: 1.359168291091919, score: [267.105]
time: 1.5137848854064941, score: [270.11835]
time: 1.6763741970062256, score: [273.12573]
time: 1.8404357433319092, score: [276.12793]
time: 1.9885458946228027, score: [279.12485]
time: 2.147632122039795, score: [282.11655]
time: 2.3291590213775635, score: [285.1031]
time: 2.4734280109405518, score: [288.0874]
time: 2.6296489238739014, score: [291.0674]
time: 2.795586347579956, score: [294.04227]
time: 2.9525225162506104, score: [297.01227]
time: 3.10711407661438, score: [299.97772]
time: 3.2733120918273926, score: [302.93915]
time: 3.4452438354492188, score: [305.89694]
time: 3.614434003829956, score: [308.8516]
time: 3.778327226638794, score: [311.80347]
time: 3.9525980949401855, score: [314.75302]
time: 4.117313385009766, score: [317.70047]
time: 4.2765257358551025, score: [320.64624]
time: 4.472283124923706, score: [323.59045]
time: 4.680875539779663, score: [326.5334]
time: 4.863607168197632, score: [329.47522]
time: 5.0535242557525635, score: [332.41617]
time: 5.2558088302612305, score: [333.96735]
time: 5.436881065368652, score: [333.98032]
time: 5.622479200363159, score: [333.9674]
time: 5.815275192260742, score: [333.9546]
time: 5.991954803466797, score: [333.9417]
time: 6.200004577636719, score: [333.92883]
time: 6.388658285140991, score: [333.91595]
time: 6.593220949172974, score: [333.90308]
time: 6.7845165729522705, score: [333.8902]
time: 6.996593952178955, score: [333.87735]
time: 7.208390712738037, score: [333.8645]
time: 7.274410009384155, score: [333.85162]
time: 7.516223192214966, score: [333.83875]
time: 7.7332940101623535, score: [333.82587]
time: 7.949378967285156, score: [333.813]
time: 8.160176277160645, score: [333.8001]
time: 8.400583028793335, score: [333.78726]
time: 8.642294645309448, score: [333.77438]
time: 8.902352094650269, score: [333.76154]
time: 9.13956069946289, score: [333.74866]
time: 9.413739442825317, score: [333.73578]
time: 9.694068908691406, score: [333.72293]
time: 9.94747543334961, score: [333.71005]
time: 10.188432216644287, score: [333.71194]
time: 10.476122379302979, score: [333.716]
time: 10.701862335205078, score: [333.72006]
time: 10.953930616378784, score: [333.72412]
time: 11.049530744552612, score: [333.72815]
time: 11.315065383911133, score: [333.7322]
time: 11.515824556350708, score: [333.73627]
time: 11.774776935577393, score: [333.74036]
time: 12.012405633926392, score: [333.7444]
time: 12.225528478622437, score: [333.74847]
time: 12.438920021057129, score: [333.7525]
time: 12.64940357208252, score: [333.7566]
