user 51   scene:2
time: 0.05338454246520996, score: [236.53096]
time: 0.1732177734375, score: [239.59175]
time: 0.28877949714660645, score: [242.63792]
time: 0.4001016616821289, score: [245.74608]
time: 0.5065808296203613, score: [248.85707]
time: 0.5963733196258545, score: [251.95442]
time: 0.715656042098999, score: [255.08617]
time: 0.8304400444030762, score: [258.19107]
time: 0.9493212699890137, score: [261.27237]
time: 1.0518765449523926, score: [264.33417]
time: 1.139402151107788, score: [267.38068]
time: 1.219336748123169, score: [270.4155]
time: 1.3128533363342285, score: [273.44226]
time: 1.3995859622955322, score: [276.46185]
time: 1.486219882965088, score: [279.4755]
time: 1.5669736862182617, score: [282.484]
time: 1.66336989402771, score: [285.48798]
time: 1.7622647285461426, score: [288.48767]
time: 1.8582491874694824, score: [291.48322]
time: 1.9484877586364746, score: [294.47473]
time: 2.033383369445801, score: [297.46216]
time: 2.1274731159210205, score: [300.44553]
time: 2.2048754692077637, score: [303.42487]
time: 2.2808406352996826, score: [306.40015]
time: 2.357170581817627, score: [309.37158]
time: 2.426574230194092, score: [312.33923]
time: 2.5023996829986572, score: [315.3034]
time: 2.586656332015991, score: [318.2644]
time: 2.658984422683716, score: [321.22232]
time: 2.716315269470215, score: [324.17755]
time: 2.775177001953125, score: [327.13037]
time: 2.8557519912719727, score: [330.08395]
time: 2.92317271232605, score: [333.0368]
time: 3.0280022621154785, score: [334.5354]
time: 3.0835440158843994, score: [334.53687]
time: 3.1411421298980713, score: [334.5384]
time: 3.1880834102630615, score: [334.5399]
time: 3.249770164489746, score: [334.5414]
time: 3.305050849914551, score: [334.5429]
time: 3.3629586696624756, score: [334.54443]
time: 3.419212579727173, score: [334.54596]
time: 3.458496332168579, score: [334.54745]
time: 3.5106008052825928, score: [334.54895]
time: 3.5608394145965576, score: [334.55048]
time: 3.604177951812744, score: [334.55197]
time: 3.654902935028076, score: [334.55347]
time: 3.6998109817504883, score: [334.555]
time: 3.7525644302368164, score: [334.55652]
time: 3.8176469802856445, score: [334.558]
time: 3.871166467666626, score: [334.5595]
time: 3.9156606197357178, score: [334.56104]
time: 3.9554531574249268, score: [334.56256]
time: 3.997243881225586, score: [334.56403]
time: 4.039872884750366, score: [334.56555]
time: 4.088149070739746, score: [334.56708]
time: 4.1410133838653564, score: [334.56857]
time: 4.192842245101929, score: [334.57007]
time: 4.238272190093994, score: [334.5716]
time: 4.281875371932983, score: [334.57306]
time: 4.323462724685669, score: [334.57462]
time: 4.365704536437988, score: [334.5736]
time: 4.408621311187744, score: [334.5598]
time: 4.443441390991211, score: [334.54544]
time: 4.485829591751099, score: [334.531]
time: 4.522740602493286, score: [334.51666]
time: 4.566558837890625, score: [334.50226]
time: 4.615906715393066, score: [334.48785]
time: 4.659314393997192, score: [334.47345]
time: 4.701307773590088, score: [334.45905]
time: 4.747869491577148, score: [334.44464]
time: 4.791443586349487, score: [334.43024]
time: 4.8300886154174805, score: [334.41583]
time: 4.873936176300049, score: [334.40146]
time: 4.915735483169556, score: [334.38705]
time: 4.960021257400513, score: [334.37265]
time: 5.004531621932983, score: [334.35828]
time: 5.048686265945435, score: [334.34387]
time: 5.0851216316223145, score: [334.3297]
time: 5.131184101104736, score: [334.3297]
time: 5.170871734619141, score: [334.3297]
time: 5.204845428466797, score: [334.3297]
time: 5.248049020767212, score: [334.3297]
time: 5.284447193145752, score: [334.3297]
time: 5.331167459487915, score: [334.3297]
time: 5.370738744735718, score: [334.3297]
time: 5.4055702686309814, score: [334.3297]
time: 5.445486307144165, score: [334.3297]
time: 5.493169784545898, score: [334.3297]
time: 5.5293474197387695, score: [334.3297]
time: 5.569987773895264, score: [334.3297]
time: 5.6027867794036865, score: [334.3297]
time: 5.636190176010132, score: [334.3297]
time: 5.662320852279663, score: [334.3297]
time: 5.703373432159424, score: [334.3297]
