user 3   scene:2
time: 0.08059859275817871, score: [236.49622]
time: 0.22248125076293945, score: [239.57716]
time: 0.3226919174194336, score: [242.62167]
time: 0.43054652214050293, score: [245.71898]
time: 0.5377566814422607, score: [248.80771]
time: 0.6463055610656738, score: [251.86928]
time: 0.7710862159729004, score: [254.9406]
time: 0.8857772350311279, score: [258.0051]
time: 0.9975347518920898, score: [261.05017]
time: 1.1384124755859375, score: [264.0814]
time: 1.2882282733917236, score: [267.10254]
time: 1.40840744972229, score: [270.11588]
time: 1.538743019104004, score: [273.1233]
time: 1.7117631435394287, score: [276.1255]
time: 1.861595630645752, score: [279.1224]
time: 2.0299134254455566, score: [282.11414]
time: 2.1781845092773438, score: [285.10065]
time: 2.36173677444458, score: [288.08496]
time: 2.5129477977752686, score: [291.06497]
time: 2.6660420894622803, score: [294.03986]
time: 2.827880859375, score: [297.00983]
time: 2.9855713844299316, score: [299.97534]
time: 3.1351819038391113, score: [302.93677]
time: 3.3020949363708496, score: [305.8946]
time: 3.4519999027252197, score: [308.8492]
time: 3.630528211593628, score: [311.80115]
time: 3.8055922985076904, score: [314.75067]
time: 3.961453437805176, score: [317.69815]
time: 4.132436513900757, score: [320.64386]
time: 4.304428577423096, score: [323.58813]
time: 4.462631702423096, score: [326.53107]
time: 4.649686336517334, score: [329.47296]
time: 4.851733922958374, score: [332.41388]
time: 5.029842376708984, score: [333.9672]
time: 5.219875812530518, score: [333.98022]
time: 5.4261634349823, score: [333.96735]
time: 5.609307050704956, score: [333.95447]
time: 5.791132688522339, score: [333.9416]
time: 5.974181652069092, score: [333.9287]
time: 6.164513826370239, score: [333.9159]
time: 6.366382122039795, score: [333.903]
time: 6.556500434875488, score: [333.8901]
time: 6.774564266204834, score: [333.87726]
time: 6.970064640045166, score: [333.86438]
time: 7.182523965835571, score: [333.8515]
time: 7.4047324657440186, score: [333.83865]
time: 7.638683557510376, score: [333.82574]
time: 7.861722946166992, score: [333.8129]
time: 8.084129095077515, score: [333.80005]
time: 8.284620523452759, score: [333.78717]
time: 8.528955221176147, score: [333.7743]
time: 8.774379968643188, score: [333.7614]
time: 9.037806034088135, score: [333.74857]
time: 9.271744966506958, score: [333.7357]
time: 9.564126253128052, score: [333.7228]
time: 9.8435218334198, score: [333.70996]
time: 10.10837173461914, score: [333.71185]
time: 10.354525566101074, score: [333.7159]
time: 10.628566026687622, score: [333.71997]
time: 10.85831069946289, score: [333.72403]
time: 11.117419958114624, score: [333.7281]
time: 11.39742112159729, score: [333.73215]
time: 11.603344678878784, score: [333.7362]
time: 11.862053871154785, score: [333.7403]
time: 12.092299222946167, score: [333.74432]
time: 12.300235986709595, score: [333.7484]
time: 12.522722244262695, score: [333.75244]
time: 12.743975162506104, score: [333.7565]
