user 88   scene:2
time: 0.019258737564086914, score: [236.475]
time: 0.06267714500427246, score: [239.56416]
time: 0.08994483947753906, score: [242.60602]
time: 0.11659526824951172, score: [245.68925]
time: 0.14418649673461914, score: [248.75203]
time: 0.16371965408325195, score: [251.78574]
time: 0.18944168090820312, score: [254.80756]
time: 0.21207737922668457, score: [257.84647]
time: 0.23693585395812988, score: [260.8714]
time: 0.2578425407409668, score: [263.88757]
time: 0.2833068370819092, score: [266.89758]
time: 0.3215949535369873, score: [269.90103]
time: 0.34752416610717773, score: [272.89838]
time: 0.37584447860717773, score: [275.89017]
time: 0.399860143661499, score: [278.87555]
time: 0.4227027893066406, score: [281.85452]
time: 0.44230055809020996, score: [284.82733]
time: 0.46856689453125, score: [287.79446]
time: 0.49353671073913574, score: [290.75647]
time: 0.5165925025939941, score: [293.7141]
time: 0.5441040992736816, score: [296.6679]
time: 0.5688061714172363, score: [299.6186]
time: 0.5942761898040771, score: [302.5666]
time: 0.6262965202331543, score: [305.5123]
time: 0.6587505340576172, score: [308.45624]
time: 0.6897459030151367, score: [311.39862]
time: 0.7135975360870361, score: [314.33978]
time: 0.7441105842590332, score: [317.27985]
time: 0.7797956466674805, score: [320.21912]
time: 0.8069057464599609, score: [323.15765]
time: 0.829613208770752, score: [326.09564]
time: 0.8528461456298828, score: [329.03317]
time: 0.8765435218811035, score: [331.97034]
time: 0.9026472568511963, score: [333.5171]
time: 0.9260692596435547, score: [333.5945]
time: 0.9523599147796631, score: [333.5758]
time: 0.9781837463378906, score: [333.55707]
time: 1.0059292316436768, score: [333.5384]
time: 1.030383586883545, score: [333.51965]
time: 1.054657220840454, score: [333.50098]
time: 1.0878283977508545, score: [333.4823]
time: 1.1123137474060059, score: [333.46356]
time: 1.1344656944274902, score: [333.4449]
time: 1.156372308731079, score: [333.42618]
time: 1.182645559310913, score: [333.41446]
time: 1.2134485244750977, score: [333.41345]
time: 1.2375092506408691, score: [333.41248]
time: 1.2599737644195557, score: [333.41144]
time: 1.2939348220825195, score: [333.41043]
time: 1.3201689720153809, score: [333.40942]
time: 1.34124755859375, score: [333.40845]
time: 1.3656198978424072, score: [333.40744]
time: 1.3998169898986816, score: [333.40643]
time: 1.4253926277160645, score: [333.40543]
time: 1.4435033798217773, score: [333.40442]
time: 1.4654228687286377, score: [333.40344]
time: 1.4875123500823975, score: [333.40244]
time: 1.506047010421753, score: [333.40143]
time: 1.5270435810089111, score: [333.40042]
time: 1.5468604564666748, score: [333.3994]
time: 1.5677847862243652, score: [333.39844]
time: 1.588594913482666, score: [333.39743]
