user 58   scene:1
time: 0.09233903884887695, score: [210.07559]
time: 0.3529012203216553, score: [213.8695]
time: 0.5696868896484375, score: [217.30356]
time: 0.7985546588897705, score: [220.73764]
time: 0.988828182220459, score: [224.17172]
time: 1.1925702095031738, score: [227.64499]
time: 1.537076473236084, score: [231.13663]
time: 1.68572998046875, score: [234.63129]
time: 1.822211503982544, score: [238.12744]
time: 1.9966790676116943, score: [241.62784]
time: 2.121185541152954, score: [245.1294]
time: 2.1872341632843018, score: [248.63245]
time: 2.3303134441375732, score: [252.13705]
time: 2.488363027572632, score: [255.64246]
time: 2.652942180633545, score: [259.1489]
time: 2.7726361751556396, score: [262.65616]
time: 2.8851821422576904, score: [266.16385]
time: 3.024712324142456, score: [269.6715]
time: 3.1728062629699707, score: [273.1792]
time: 3.293469190597534, score: [276.6869]
time: 3.405543088912964, score: [280.19458]
time: 3.5536630153656006, score: [283.70227]
time: 3.6774027347564697, score: [287.20996]
time: 3.811964750289917, score: [290.71762]
time: 3.943162679672241, score: [294.2253]
time: 4.048694610595703, score: [297.733]
time: 4.175539493560791, score: [301.2407]
time: 4.300207138061523, score: [304.74835]
time: 4.4050257205963135, score: [308.25607]
time: 4.498838901519775, score: [311.76373]
time: 4.622604131698608, score: [315.2714]
time: 4.734639883041382, score: [318.7791]
time: 4.8546671867370605, score: [322.28677]
time: 4.969948053359985, score: [323.47638]
time: 5.069435119628906, score: [323.47638]
time: 5.157362461090088, score: [323.47638]
time: 5.259830713272095, score: [323.47638]
time: 5.364753723144531, score: [323.47638]
time: 5.423260927200317, score: [323.47638]
time: 5.521618604660034, score: [323.47638]
time: 5.611215353012085, score: [323.47638]
time: 5.701878070831299, score: [323.47638]
time: 5.796344995498657, score: [323.47638]
time: 5.892860651016235, score: [323.47638]
time: 5.9844934940338135, score: [323.47638]
time: 6.07015585899353, score: [323.47638]
time: 6.150665521621704, score: [323.47638]
time: 6.2332539558410645, score: [323.47638]
time: 6.302023410797119, score: [323.47638]
time: 6.388026714324951, score: [323.47638]
time: 6.477884769439697, score: [323.47638]
time: 6.549915790557861, score: [323.47638]
time: 6.608897686004639, score: [323.47638]
time: 6.65196967124939, score: [323.47638]
