user 67   scene:2
time: 0.017467498779296875, score: [236.49063]
time: 0.05263113975524902, score: [239.57405]
time: 0.08568286895751953, score: [242.61778]
time: 0.11158585548400879, score: [245.7106]
time: 0.14257025718688965, score: [248.7901]
time: 0.1701817512512207, score: [251.84108]
time: 0.19910597801208496, score: [254.8948]
time: 0.22660255432128906, score: [257.94867]
time: 0.2559669017791748, score: [260.98523]
time: 0.28499937057495117, score: [264.00958]
time: 0.3164341449737549, score: [267.025]
time: 0.34510135650634766, score: [270.03323]
time: 0.371074914932251, score: [273.03558]
time: 0.4026370048522949, score: [276.03284]
time: 0.42946290969848633, score: [279.0275]
time: 0.4618520736694336, score: [282.01724]
time: 0.4882488250732422, score: [285.00128]
time: 0.5157663822174072, score: [287.97968]
time: 0.5401661396026611, score: [290.95258]
time: 0.5711119174957275, score: [293.9204]
time: 0.5963361263275146, score: [296.8836]
time: 0.6269237995147705, score: [299.8427]
time: 0.6537702083587646, score: [302.7982]
time: 0.6821966171264648, score: [305.7506]
time: 0.7077920436859131, score: [308.70038]
time: 0.7365419864654541, score: [311.6479]
time: 0.7687616348266602, score: [314.59348]
time: 0.7959041595458984, score: [317.53748]
time: 0.8232200145721436, score: [320.48007]
time: 0.8515923023223877, score: [323.4215]
time: 0.8867402076721191, score: [326.362]
time: 0.921929121017456, score: [329.3017]
time: 0.9525630474090576, score: [332.24066]
time: 0.9771227836608887, score: [333.79532]
time: 1.0066637992858887, score: [333.82944]
time: 1.0350453853607178, score: [333.81396]
time: 1.0638649463653564, score: [333.7985]
time: 1.0939371585845947, score: [333.78302]
time: 1.115962028503418, score: [333.76752]
time: 1.1400728225708008, score: [333.75208]
time: 1.1680538654327393, score: [333.73657]
time: 1.1945712566375732, score: [333.7211]
time: 1.2230379581451416, score: [333.70563]
time: 1.2457232475280762, score: [333.6902]
time: 1.2767724990844727, score: [333.67468]
time: 1.3016798496246338, score: [333.65924]
time: 1.333338737487793, score: [333.64374]
time: 1.3609063625335693, score: [333.62823]
time: 1.391801357269287, score: [333.61276]
time: 1.424208402633667, score: [333.59732]
time: 1.449350357055664, score: [333.58185]
time: 1.4814794063568115, score: [333.57562]
time: 1.5147297382354736, score: [333.5774]
time: 1.5488479137420654, score: [333.5792]
time: 1.5757651329040527, score: [333.58096]
time: 1.6036856174468994, score: [333.58273]
time: 1.6289997100830078, score: [333.58453]
time: 1.6581437587738037, score: [333.5863]
time: 1.678546667098999, score: [333.58807]
time: 1.7008264064788818, score: [333.58984]
time: 1.7211601734161377, score: [333.5916]
time: 1.7508854866027832, score: [333.59344]
time: 1.772840976715088, score: [333.5952]
time: 1.7955975532531738, score: [333.597]
time: 1.8213081359863281, score: [333.59875]
time: 1.844376802444458, score: [333.60052]
