user 35   scene:3
time: 0.051190853118896484, score: [268.5292]
time: 0.2656383514404297, score: [275.88144]
time: 0.45954036712646484, score: [283.16556]
time: 0.6420845985412598, score: [290.5238]
time: 0.8580136299133301, score: [297.88492]
time: 1.0519323348999023, score: [305.24686]
time: 1.2376387119293213, score: [312.6124]
time: 1.4197719097137451, score: [319.97696]
time: 1.6089613437652588, score: [327.4417]
time: 1.8017003536224365, score: [334.95645]
time: 2.0060689449310303, score: [342.46048]
time: 2.2172508239746094, score: [349.94788]
time: 2.4105453491210938, score: [357.43857]
time: 2.622262716293335, score: [364.92328]
time: 2.8322904109954834, score: [372.3946]
time: 3.065213203430176, score: [379.83023]
time: 3.3187880516052246, score: [387.23083]
time: 3.538889169692993, score: [394.59668]
time: 3.7335171699523926, score: [402.01132]
time: 3.990525484085083, score: [409.39337]
time: 4.21759033203125, score: [416.72845]
time: 4.460128545761108, score: [424.01324]
time: 4.693827867507935, score: [431.36252]
time: 4.772307634353638, score: [438.54013]
time: 5.0580527782440186, score: [445.2936]
time: 5.34273099899292, score: [450.5882]
time: 5.600400447845459, score: [455.12024]
time: 5.853256940841675, score: [460.50916]
time: 6.127898216247559, score: [465.92105]
time: 6.362206935882568, score: [471.3642]
time: 6.608987331390381, score: [476.86197]
time: 6.929840326309204, score: [482.45374]
time: 7.134637832641602, score: [488.40543]
time: 7.3986241817474365, score: [491.0956]
time: 7.631850004196167, score: [491.9446]
time: 7.8611719608306885, score: [491.8532]
time: 8.071476936340332, score: [491.91467]
time: 8.287561655044556, score: [492.30692]
time: 8.479984283447266, score: [492.95078]
time: 8.686091899871826, score: [493.6785]
time: 9.02777099609375, score: [494.40213]
time: 9.175930261611938, score: [495.12704]
time: 9.306917905807495, score: [495.82358]
time: 9.485000848770142, score: [496.4374]
time: 9.608439683914185, score: [496.88855]
time: 9.76270341873169, score: [497.0754]
time: 9.908442497253418, score: [497.0235]
time: 10.06411600112915, score: [497.14648]
time: 10.213499069213867, score: [497.07553]
time: 10.332078218460083, score: [496.77258]
time: 10.471665620803833, score: [496.32944]
time: 10.611990928649902, score: [495.83047]
time: 10.743511199951172, score: [495.33685]
time: 10.861319303512573, score: [494.90366]
time: 10.990614175796509, score: [494.58792]
time: 11.142934560775757, score: [494.4327]
time: 11.282397747039795, score: [494.42432]
time: 11.402793169021606, score: [494.5137]
time: 11.518670082092285, score: [494.66116]
time: 11.639822483062744, score: [494.55112]
time: 11.75841474533081, score: [494.52832]
time: 11.879786014556885, score: [494.61255]
time: 11.970124006271362, score: [494.79398]
time: 12.105690002441406, score: [495.03503]
time: 12.18209719657898, score: [495.2914]
time: 12.317519426345825, score: [495.52368]
time: 12.421276092529297, score: [495.70108]
time: 12.5205979347229, score: [495.8074]
time: 12.609313726425171, score: [495.8434]
time: 12.711652040481567, score: [495.8215]
time: 12.812556743621826, score: [495.75726]
time: 12.900439977645874, score: [495.66513]
time: 12.988447427749634, score: [495.55737]
time: 13.089251279830933, score: [495.44427]
time: 13.193063974380493, score: [495.33517]
time: 13.286295652389526, score: [495.23868]
time: 13.383352518081665, score: [495.16296]
time: 13.465621948242188, score: [495.1154]
time: 13.548890590667725, score: [495.10086]
time: 13.624380588531494, score: [495.12045]
time: 13.714543104171753, score: [495.17007]
time: 13.782922983169556, score: [495.24075]
time: 13.861257791519165, score: [495.3209]
time: 13.947447061538696, score: [495.39844]
time: 14.020563840866089, score: [495.46353]
time: 14.08791995048523, score: [495.50967]
