user 78   scene:1
time: 0.01838850975036621, score: [210.16425]
time: 0.05147409439086914, score: [213.87973]
time: 0.07810544967651367, score: [217.31381]
time: 0.10726714134216309, score: [220.7479]
time: 0.13971734046936035, score: [224.18195]
time: 0.17070722579956055, score: [227.65573]
time: 0.20291638374328613, score: [231.14743]
time: 0.23662114143371582, score: [234.64215]
time: 0.2637293338775635, score: [238.13828]
time: 0.29665708541870117, score: [241.6387]
time: 0.32885241508483887, score: [245.14029]
time: 0.3601524829864502, score: [248.64334]
time: 0.3935065269470215, score: [252.14795]
time: 0.42529964447021484, score: [255.65338]
time: 0.44803953170776367, score: [259.15982]
time: 0.4774298667907715, score: [262.66708]
time: 0.5054457187652588, score: [266.17474]
time: 0.5317723751068115, score: [269.68243]
time: 0.567899227142334, score: [273.19012]
time: 0.6087651252746582, score: [276.6978]
time: 0.6491670608520508, score: [280.20547]
time: 0.6868810653686523, score: [283.71317]
time: 0.7133145332336426, score: [287.22086]
time: 0.7492356300354004, score: [290.72855]
time: 0.7870550155639648, score: [294.23624]
time: 0.8167788982391357, score: [297.74393]
time: 0.8439192771911621, score: [301.25162]
time: 0.878206729888916, score: [304.75928]
time: 0.9145936965942383, score: [308.26697]
time: 0.9489543437957764, score: [311.77466]
time: 0.9779689311981201, score: [315.28232]
time: 1.0065670013427734, score: [318.79]
time: 1.0378310680389404, score: [322.2977]
time: 1.0677282810211182, score: [323.47638]
time: 1.0974452495574951, score: [323.47638]
time: 1.122633695602417, score: [323.47638]
time: 1.1521317958831787, score: [323.47638]
time: 1.1754875183105469, score: [323.47638]
time: 1.2027814388275146, score: [323.47638]
time: 1.2325153350830078, score: [323.47638]
time: 1.2641196250915527, score: [323.47638]
time: 1.2946932315826416, score: [323.47638]
time: 1.3223240375518799, score: [323.47638]
time: 1.3503167629241943, score: [323.47638]
time: 1.3781604766845703, score: [323.47638]
time: 1.4084968566894531, score: [323.47638]
time: 1.4375994205474854, score: [323.47638]
time: 1.4666664600372314, score: [323.47638]
time: 1.4933557510375977, score: [323.47638]
time: 1.5285828113555908, score: [323.47638]
time: 1.5683073997497559, score: [323.47638]
time: 1.6049933433532715, score: [323.47638]
time: 1.6395936012268066, score: [323.47638]
time: 1.6728389263153076, score: [323.47638]
