user 54   scene:2
time: 0.0854654312133789, score: [236.48097]
time: 0.3568422794342041, score: [239.56819]
time: 0.6114003658294678, score: [242.61101]
time: 0.8488078117370605, score: [245.69914]
time: 1.0828444957733154, score: [248.76994]
time: 1.403707504272461, score: [251.81175]
time: 1.6219065189361572, score: [254.84514]
time: 1.8633544445037842, score: [257.89096]
time: 2.105229616165161, score: [260.92126]
time: 2.3194618225097656, score: [263.94064]
time: 2.5403480529785156, score: [266.95178]
time: 2.7595036029815674, score: [269.9577]
time: 2.9548089504241943, score: [272.95932]
time: 3.147921323776245, score: [275.95575]
time: 3.4846832752227783, score: [278.9462]
time: 3.6868703365325928, score: [281.93054]
time: 3.8311610221862793, score: [284.90887]
time: 3.9972662925720215, score: [287.8814]
time: 4.132500886917114, score: [290.84857]
time: 4.270926475524902, score: [293.81094]
time: 4.425554275512695, score: [296.76907]
time: 4.575053930282593, score: [299.72357]
time: 4.7361743450164795, score: [302.675]
time: 4.850959062576294, score: [305.62372]
time: 4.977948904037476, score: [308.5703]
time: 5.12613320350647, score: [311.515]
time: 5.260993480682373, score: [314.45816]
time: 5.368695020675659, score: [317.40002]
time: 5.48388671875, score: [320.3408]
time: 5.633479595184326, score: [323.2807]
time: 5.777205228805542, score: [326.21988]
time: 5.899571895599365, score: [329.1584]
time: 6.022939205169678, score: [332.09647]
time: 6.133959770202637, score: [333.64532]
time: 6.256860256195068, score: [333.70102]
time: 6.383533716201782, score: [333.6837]
time: 6.490207672119141, score: [333.66638]
time: 6.600689172744751, score: [333.64905]
time: 6.707504749298096, score: [333.6317]
time: 6.834724426269531, score: [333.61438]
time: 6.936032056808472, score: [333.59705]
time: 7.040155410766602, score: [333.5797]
time: 7.137173414230347, score: [333.56238]
time: 7.224399566650391, score: [333.54507]
time: 7.33135461807251, score: [333.52774]
time: 7.423252105712891, score: [333.5104]
time: 7.510730028152466, score: [333.49307]
time: 7.616051197052002, score: [333.48303]
time: 7.71897292137146, score: [333.48322]
time: 7.8093650341033936, score: [333.48337]
time: 7.898120641708374, score: [333.48358]
time: 7.988088846206665, score: [333.48376]
time: 8.070855617523193, score: [333.4839]
time: 8.149609565734863, score: [333.4841]
time: 8.237669706344604, score: [333.4843]
time: 8.307093858718872, score: [333.48447]
time: 8.392759799957275, score: [333.48462]
time: 8.47187089920044, score: [333.4848]
time: 8.548724174499512, score: [333.485]
time: 8.603063344955444, score: [333.48517]
time: 8.671069383621216, score: [333.48535]
time: 8.734426259994507, score: [333.48553]
time: 8.821592569351196, score: [333.4857]
time: 8.914609670639038, score: [333.48587]
