user 85   scene:3
time: 0.06301569938659668, score: [268.62018]
time: 0.16181302070617676, score: [275.90048]
time: 0.23527812957763672, score: [283.18832]
time: 0.33124828338623047, score: [290.5554]
time: 0.4241204261779785, score: [297.9284]
time: 0.4953114986419678, score: [305.30383]
time: 0.6012182235717773, score: [312.68506]
time: 0.7163610458374023, score: [320.07013]
time: 0.8240470886230469, score: [327.56454]
time: 0.9258418083190918, score: [335.12003]
time: 1.035294771194458, score: [342.6836]
time: 1.1467127799987793, score: [350.25095]
time: 1.2574191093444824, score: [357.84604]
time: 1.3690061569213867, score: [365.46194]
time: 1.5045390129089355, score: [373.08493]
time: 1.6439156532287598, score: [380.69806]
time: 1.7631340026855469, score: [388.332]
time: 1.8911216259002686, score: [396.0362]
time: 2.0516445636749268, score: [403.7236]
time: 2.2043616771698, score: [411.33072]
time: 2.369110107421875, score: [418.58762]
time: 2.517164945602417, score: [424.08243]
time: 2.6833608150482178, score: [429.0051]
time: 2.8380320072174072, score: [433.93573]
time: 2.995823621749878, score: [439.11856]
time: 3.1468846797943115, score: [444.5396]
time: 3.29710054397583, score: [449.98593]
time: 3.4556405544281006, score: [456.6334]
time: 3.6064865589141846, score: [463.7325]
time: 3.7713398933410645, score: [470.4839]
time: 3.9361698627471924, score: [476.96805]
time: 4.114990234375, score: [482.85037]
time: 4.281085729598999, score: [489.14554]
time: 4.452466249465942, score: [491.63297]
time: 4.611489534378052, score: [492.54288]
time: 4.7744739055633545, score: [493.49765]
time: 4.962661981582642, score: [494.45755]
time: 5.173730134963989, score: [495.30652]
time: 5.354914903640747, score: [495.437]
time: 5.531654119491577, score: [495.38303]
time: 5.740378379821777, score: [495.32416]
time: 5.926748037338257, score: [495.29526]
time: 6.113502502441406, score: [495.29855]
time: 6.29695463180542, score: [495.3133]
time: 6.48056435585022, score: [495.32275]
time: 6.690131902694702, score: [495.3244]
time: 6.867632150650024, score: [495.32217]
time: 7.0856242179870605, score: [495.31985]
time: 7.27799391746521, score: [495.28314]
time: 7.484263181686401, score: [495.16815]
time: 7.690668344497681, score: [495.0615]
time: 7.916772842407227, score: [494.98648]
time: 8.14908504486084, score: [494.95993]
time: 8.367331266403198, score: [494.9825]
time: 8.554840564727783, score: [495.03458]
time: 8.79724669456482, score: [495.08856]
time: 9.017745971679688, score: [495.12527]
time: 9.227702379226685, score: [495.13885]
time: 9.488640308380127, score: [495.1335]
time: 9.749779462814331, score: [495.11728]
time: 10.020123958587646, score: [495.09842]
time: 10.266634702682495, score: [495.0833]
time: 10.52112340927124, score: [495.07544]
time: 10.75736689567566, score: [495.07516]
time: 11.023287296295166, score: [495.0803]
time: 11.24983549118042, score: [495.08755]
time: 11.503386497497559, score: [495.09396]
time: 11.785956144332886, score: [495.09784]
time: 11.99475622177124, score: [495.09866]
time: 12.246620416641235, score: [495.09726]
