user 86   scene:1
time: 0.013934612274169922, score: [210.07645]
time: 0.03416728973388672, score: [213.86966]
time: 0.04993104934692383, score: [217.30371]
time: 0.07029199600219727, score: [220.7378]
time: 0.09456849098205566, score: [224.17188]
time: 0.11555886268615723, score: [227.64514]
time: 0.13284587860107422, score: [231.13678]
time: 0.15225458145141602, score: [234.63147]
time: 0.16804957389831543, score: [238.1276]
time: 0.19092464447021484, score: [241.62802]
time: 0.2112278938293457, score: [245.12958]
time: 0.2270047664642334, score: [248.63263]
time: 0.24740147590637207, score: [252.1372]
time: 0.2631688117980957, score: [255.64264]
time: 0.2813081741333008, score: [259.14908]
time: 0.3021101951599121, score: [262.6563]
time: 0.3181486129760742, score: [266.164]
time: 0.33765387535095215, score: [269.6717]
time: 0.35788679122924805, score: [273.17935]
time: 0.37518858909606934, score: [276.68704]
time: 0.3910369873046875, score: [280.19473]
time: 0.40953516960144043, score: [283.70242]
time: 0.43268346786499023, score: [287.2101]
time: 0.4512755870819092, score: [290.7178]
time: 0.4693417549133301, score: [294.2255]
time: 0.48768115043640137, score: [297.7332]
time: 0.5033318996429443, score: [301.24084]
time: 0.521679162979126, score: [304.74857]
time: 0.5450465679168701, score: [308.25623]
time: 0.5628337860107422, score: [311.7639]
time: 0.5823795795440674, score: [315.27158]
time: 0.6004104614257812, score: [318.77927]
time: 0.6180596351623535, score: [322.28696]
time: 0.6356620788574219, score: [323.47638]
time: 0.6515860557556152, score: [323.47638]
time: 0.6689622402191162, score: [323.47638]
time: 0.6856260299682617, score: [323.47638]
time: 0.7112867832183838, score: [323.47638]
time: 0.737980842590332, score: [323.47638]
time: 0.7645175457000732, score: [323.47638]
time: 0.7910678386688232, score: [323.47638]
time: 0.8170762062072754, score: [323.47638]
time: 0.8428616523742676, score: [323.47638]
time: 0.8688564300537109, score: [323.47638]
time: 0.8948981761932373, score: [323.47638]
time: 0.9194772243499756, score: [323.47638]
time: 0.9465348720550537, score: [323.47638]
time: 0.9745485782623291, score: [323.47638]
time: 0.9929347038269043, score: [323.47638]
time: 1.0200092792510986, score: [323.47638]
time: 1.0462374687194824, score: [323.47638]
time: 1.0731303691864014, score: [323.47638]
time: 1.0984904766082764, score: [323.47638]
time: 1.1237483024597168, score: [323.47638]
