user 47   scene:3
time: 0.015385866165161133, score: [268.61404]
time: 0.05293989181518555, score: [275.89957]
time: 0.08085107803344727, score: [283.18704]
time: 0.11108136177062988, score: [290.55276]
time: 0.14227581024169922, score: [297.9232]
time: 0.170884370803833, score: [305.2955]
time: 0.19916892051696777, score: [312.6734]
time: 0.22722911834716797, score: [320.05502]
time: 0.2559688091278076, score: [327.54544]
time: 0.28520870208740234, score: [335.09604]
time: 0.3113994598388672, score: [342.65292]
time: 0.3401777744293213, score: [350.2112]
time: 0.3715064525604248, score: [357.79428]
time: 0.4016306400299072, score: [365.39413]
time: 0.4293835163116455, score: [372.9965]
time: 0.4559767246246338, score: [380.5836]
time: 0.4829111099243164, score: [388.15897]
time: 0.5109357833862305, score: [395.7961]
time: 0.5401358604431152, score: [403.43622]
time: 0.5713698863983154, score: [411.0422]
time: 0.5942862033843994, score: [418.4935]
time: 0.6230926513671875, score: [425.71127]
time: 0.6487002372741699, score: [430.7447]
time: 0.6770706176757812, score: [435.7759]
time: 0.7082412242889404, score: [441.18204]
time: 0.7361674308776855, score: [446.5971]
time: 0.7630517482757568, score: [452.0154]
time: 0.7907235622406006, score: [457.44193]
time: 0.8185422420501709, score: [462.90408]
time: 0.8457820415496826, score: [469.13745]
time: 0.8691132068634033, score: [475.45184]
time: 0.908576250076294, score: [481.70407]
time: 0.9463860988616943, score: [487.97678]
time: 0.9770145416259766, score: [490.72397]
time: 1.0060696601867676, score: [491.6796]
time: 1.0346417427062988, score: [492.6219]
time: 1.0638015270233154, score: [493.39355]
time: 1.090379238128662, score: [494.16354]
time: 1.112210988998413, score: [494.92496]
time: 1.1358914375305176, score: [495.68832]
time: 1.1627612113952637, score: [496.00693]
time: 1.1899847984313965, score: [495.92456]
time: 1.2174546718597412, score: [495.9757]
time: 1.245723009109497, score: [495.69882]
time: 1.2715191841125488, score: [495.2626]
time: 1.301055669784546, score: [494.83167]
time: 1.3329482078552246, score: [494.52304]
time: 1.3616721630096436, score: [494.4075]
time: 1.3916075229644775, score: [494.43768]
time: 1.4194390773773193, score: [494.5422]
time: 1.4493882656097412, score: [494.67822]
time: 1.4813721179962158, score: [494.819]
time: 1.514648199081421, score: [494.94324]
time: 1.5427944660186768, score: [495.03052]
time: 1.5706062316894531, score: [495.06326]
time: 1.5989153385162354, score: [495.03647]
time: 1.6290521621704102, score: [494.96606]
time: 1.6562094688415527, score: [494.88205]
time: 1.6755964756011963, score: [494.81207]
time: 1.6999826431274414, score: [494.77078]
time: 1.7207088470458984, score: [494.75992]
time: 1.744645118713379, score: [494.7728]
time: 1.7703378200531006, score: [494.8]
time: 1.7933216094970703, score: [494.83167]
time: 1.8165528774261475, score: [494.85983]
time: 1.840897560119629, score: [494.8788]
