user 18   scene:1
time: 0.07151293754577637, score: [210.08453]
time: 0.2921147346496582, score: [213.87103]
time: 0.48147058486938477, score: [217.30511]
time: 0.6628842353820801, score: [220.73917]
time: 0.8728890419006348, score: [224.17328]
time: 1.0650279521942139, score: [227.6466]
time: 1.249361276626587, score: [231.13824]
time: 1.4430608749389648, score: [234.63293]
time: 1.6244983673095703, score: [238.12906]
time: 1.8205437660217285, score: [241.62946]
time: 2.0155084133148193, score: [245.13104]
time: 2.233651638031006, score: [248.6341]
time: 2.423142194747925, score: [252.13867]
time: 2.631993293762207, score: [255.6441]
time: 2.8486387729644775, score: [259.15054]
time: 3.081078290939331, score: [262.65778]
time: 3.3233513832092285, score: [266.1655]
time: 3.538469076156616, score: [269.67316]
time: 3.7390081882476807, score: [273.18085]
time: 3.9862940311431885, score: [276.68854]
time: 4.240168809890747, score: [280.1962]
time: 4.4869349002838135, score: [283.7039]
time: 4.711273193359375, score: [287.21158]
time: 4.992513179779053, score: [290.71927]
time: 5.2615885734558105, score: [294.22696]
time: 5.53600549697876, score: [297.73465]
time: 5.7786171436309814, score: [301.24234]
time: 6.052645921707153, score: [304.75]
time: 6.285415887832642, score: [308.25766]
time: 6.534990549087524, score: [311.76535]
time: 6.860719203948975, score: [315.27304]
time: 7.0880513191223145, score: [318.78073]
time: 7.347224473953247, score: [322.28842]
time: 7.597094297409058, score: [323.47638]
time: 7.816725254058838, score: [323.47638]
time: 8.04284119606018, score: [323.47638]
time: 8.259990453720093, score: [323.47638]
time: 8.456945657730103, score: [323.47638]
time: 8.699806213378906, score: [323.47638]
time: 8.762155532836914, score: [323.47638]
time: 8.823590755462646, score: [323.47638]
time: 9.085369110107422, score: [323.47638]
time: 9.235576391220093, score: [323.47638]
time: 9.392891883850098, score: [323.47638]
time: 9.52537727355957, score: [323.47638]
time: 9.668349504470825, score: [323.47638]
time: 9.81500506401062, score: [323.47638]
time: 9.97137713432312, score: [323.47638]
time: 10.135703086853027, score: [323.47638]
time: 10.255035638809204, score: [323.47638]
time: 10.37227463722229, score: [323.47638]
time: 10.50757646560669, score: [323.47638]
time: 10.653738260269165, score: [323.47638]
time: 10.76943588256836, score: [323.47638]
