user 77   scene:1
time: 0.07496523857116699, score: [210.19785]
time: 0.24759626388549805, score: [213.88156]
time: 0.3762340545654297, score: [217.31564]
time: 0.5382609367370605, score: [220.74976]
time: 0.6988849639892578, score: [224.1838]
time: 0.8542520999908447, score: [227.65775]
time: 1.0015974044799805, score: [231.14944]
time: 1.1737196445465088, score: [234.64417]
time: 1.3277580738067627, score: [238.14032]
time: 1.485034465789795, score: [241.64072]
time: 1.6467645168304443, score: [245.14233]
time: 1.8027899265289307, score: [248.64539]
time: 1.9577600955963135, score: [252.15]
time: 2.116628646850586, score: [255.65543]
time: 2.2774460315704346, score: [259.16187]
time: 2.4466891288757324, score: [262.66913]
time: 2.6247081756591797, score: [266.17682]
time: 2.798619270324707, score: [269.68448]
time: 2.967881441116333, score: [273.19217]
time: 3.1344213485717773, score: [276.69986]
time: 3.3026835918426514, score: [280.20755]
time: 3.4932029247283936, score: [283.71524]
time: 3.6948020458221436, score: [287.22293]
time: 3.873103380203247, score: [290.73062]
time: 4.071655750274658, score: [294.23828]
time: 4.281362771987915, score: [297.74594]
time: 4.462317705154419, score: [301.25366]
time: 4.649927616119385, score: [304.76132]
time: 4.828354358673096, score: [308.269]
time: 5.013721466064453, score: [311.7767]
time: 5.222742557525635, score: [315.2844]
time: 5.417198419570923, score: [318.79208]
time: 5.622191429138184, score: [322.29977]
time: 5.815155267715454, score: [323.47638]
time: 6.025208950042725, score: [323.47638]
time: 6.239846467971802, score: [323.47638]
time: 6.479705095291138, score: [323.47638]
time: 6.702470302581787, score: [323.47638]
time: 6.922784805297852, score: [323.47638]
time: 7.12357759475708, score: [323.47638]
time: 7.363486051559448, score: [323.47638]
time: 7.608345031738281, score: [323.47638]
time: 7.850455045700073, score: [323.47638]
time: 8.072082757949829, score: [323.47638]
time: 8.366527318954468, score: [323.47638]
time: 8.622928380966187, score: [323.47638]
time: 8.89140796661377, score: [323.47638]
time: 9.132489442825317, score: [323.47638]
time: 9.402177095413208, score: [323.47638]
time: 9.627320051193237, score: [323.47638]
time: 9.867728471755981, score: [323.47638]
time: 10.189454317092896, score: [323.47638]
time: 10.41346001625061, score: [323.47638]
time: 10.657740831375122, score: [323.47638]
