user 0   scene:2
time: 0.14695429801940918, score: [236.56465]
time: 0.29819631576538086, score: [239.59744]
time: 0.4143495559692383, score: [242.64442]
time: 0.5315186977386475, score: [245.75768]
time: 0.5986671447753906, score: [248.87932]
time: 0.6719160079956055, score: [252.0087]
time: 0.7362627983093262, score: [255.17377]
time: 0.8039827346801758, score: [258.3189]
time: 0.8885979652404785, score: [261.4416]
time: 0.9669718742370605, score: [264.5432]
time: 1.0504605770111084, score: [267.6261]
time: 1.166365146636963, score: [270.69348]
time: 1.2695634365081787, score: [273.74796]
time: 1.3738012313842773, score: [276.79153]
time: 1.4778339862823486, score: [279.82632]
time: 1.5903348922729492, score: [282.85388]
time: 1.7016003131866455, score: [285.87546]
time: 1.8146874904632568, score: [288.89197]
time: 1.9274747371673584, score: [291.90408]
time: 2.049213409423828, score: [294.9122]
time: 2.175018310546875, score: [297.91672]
time: 2.433870792388916, score: [300.91782]
time: 2.587693452835083, score: [303.9156]
time: 2.738497495651245, score: [306.91016]
time: 2.8864927291870117, score: [309.9214]
time: 2.95019793510437, score: [312.86902]
time: 3.095932960510254, score: [315.8283]
time: 3.2530696392059326, score: [318.79468]
time: 3.425546884536743, score: [321.7813]
time: 3.5811426639556885, score: [324.77988]
time: 3.7375903129577637, score: [327.7824]
time: 3.887758731842041, score: [330.78424]
time: 4.037255048751831, score: [333.78015]
time: 4.190368890762329, score: [335.0226]
time: 4.366317510604858, score: [335.0605]
time: 4.535601615905762, score: [335.06662]
time: 4.710719347000122, score: [335.06876]
time: 4.87640118598938, score: [335.07135]
time: 5.05809473991394, score: [335.07138]
time: 5.219332933425903, score: [335.06885]
time: 5.379660367965698, score: [335.0669]
time: 5.5641796588897705, score: [335.0662]
time: 5.767956256866455, score: [335.06638]
time: 5.95746636390686, score: [335.06702]
time: 6.135618686676025, score: [335.0676]
time: 6.343580961227417, score: [335.06787]
time: 6.526477098464966, score: [335.06793]
time: 6.702983140945435, score: [335.0678]
time: 6.889022588729858, score: [335.06763]
time: 7.061703205108643, score: [335.0675]
time: 7.2548370361328125, score: [335.06747]
time: 7.455118656158447, score: [335.0675]
time: 7.66151237487793, score: [335.06754]
time: 7.851935863494873, score: [335.0676]
time: 8.062964916229248, score: [335.06757]
time: 8.264976263046265, score: [335.0676]
time: 8.491596221923828, score: [335.06757]
time: 8.738246440887451, score: [335.06757]
time: 8.954304218292236, score: [335.06757]
