user 69   scene:3
time: 0.06282186508178711, score: [268.54532]
time: 0.2539210319519043, score: [275.885]
time: 0.4067544937133789, score: [283.16956]
time: 0.5634856224060059, score: [290.52847]
time: 0.7269856929779053, score: [297.8903]
time: 0.9028933048248291, score: [305.25308]
time: 1.0668706893920898, score: [312.6199]
time: 1.216890573501587, score: [319.98642]
time: 1.3698458671569824, score: [327.45465]
time: 1.5308692455291748, score: [334.97397]
time: 1.685063123703003, score: [342.48453]
time: 1.8666493892669678, score: [349.98013]
time: 2.032522439956665, score: [357.48154]
time: 2.207491159439087, score: [364.97842]
time: 2.382046937942505, score: [372.46298]
time: 2.5581071376800537, score: [379.91333]
time: 2.723778247833252, score: [387.33054]
time: 2.888667345046997, score: [394.7145]
time: 3.0855538845062256, score: [402.15433]
time: 3.294748544692993, score: [409.55933]
time: 3.484771728515625, score: [416.92023]
time: 3.6788759231567383, score: [424.23398]
time: 3.8835678100585938, score: [431.5529]
time: 4.067260980606079, score: [438.3331]
time: 4.25432562828064, score: [442.67673]
time: 4.441254615783691, score: [447.2398]
time: 4.639934778213501, score: [452.6355]
time: 4.843785524368286, score: [458.09106]
time: 5.041342496871948, score: [463.6369]
time: 5.256872892379761, score: [469.46542]
time: 5.4559571743011475, score: [475.80997]
time: 5.652596950531006, score: [482.1032]
time: 5.881870746612549, score: [488.8557]
time: 6.128158807754517, score: [492.58365]
time: 6.3399224281311035, score: [494.2622]
time: 6.556462526321411, score: [495.04327]
time: 6.77428674697876, score: [495.4242]
time: 7.0124006271362305, score: [495.7557]
time: 7.257890462875366, score: [496.06595]
time: 7.511492490768433, score: [496.00232]
time: 7.761687755584717, score: [495.91428]
time: 8.02487587928772, score: [495.81726]
time: 8.320415258407593, score: [495.7349]
time: 8.579194068908691, score: [495.6819]
time: 8.82409143447876, score: [495.6669]
time: 9.096626996994019, score: [495.656]
time: 9.329536199569702, score: [495.60257]
time: 9.609185218811035, score: [495.54742]
time: 9.891418218612671, score: [495.49643]
time: 10.104894399642944, score: [495.45468]
time: 10.366559505462646, score: [495.42606]
time: 10.596744537353516, score: [495.41293]
time: 10.81339955329895, score: [495.4156]
time: 11.023541450500488, score: [495.43246]
time: 11.25661563873291, score: [495.45993]
time: 11.450787544250488, score: [495.49326]
time: 11.68025255203247, score: [495.52734]
time: 12.009785652160645, score: [495.55765]
time: 12.14966607093811, score: [495.58084]
time: 12.291945695877075, score: [495.59488]
time: 12.447456359863281, score: [495.59952]
time: 12.576644897460938, score: [495.59543]
time: 12.727166891098022, score: [495.58438]
time: 12.876714706420898, score: [495.5685]
time: 13.033909797668457, score: [495.55026]
time: 13.167779445648193, score: [495.53217]
time: 13.281013250350952, score: [495.51614]
