user 39   scene:1
time: 0.05788993835449219, score: [210.21942]
time: 0.2678821086883545, score: [213.88269]
time: 0.47983694076538086, score: [217.31677]
time: 0.6684355735778809, score: [220.75082]
time: 0.8849189281463623, score: [224.18494]
time: 1.101377010345459, score: [227.65897]
time: 1.3362269401550293, score: [231.1507]
time: 1.5674269199371338, score: [234.64542]
time: 1.7805006504058838, score: [238.14157]
time: 1.9816012382507324, score: [241.642]
time: 2.227930784225464, score: [245.14359]
time: 2.471275568008423, score: [248.64664]
time: 2.7062857151031494, score: [252.15125]
time: 2.934903144836426, score: [255.65668]
time: 3.203477382659912, score: [259.16315]
time: 3.4645588397979736, score: [262.67038]
time: 3.7197582721710205, score: [266.17807]
time: 3.9670217037200928, score: [269.68576]
time: 4.216806888580322, score: [273.19345]
time: 4.307070970535278, score: [276.70114]
time: 4.527869939804077, score: [280.20883]
time: 4.770175457000732, score: [283.71646]
time: 5.043331623077393, score: [287.22418]
time: 5.266174793243408, score: [290.73184]
time: 5.50959587097168, score: [294.23953]
time: 5.7513744831085205, score: [297.74722]
time: 5.961483001708984, score: [301.2549]
time: 6.190144062042236, score: [304.7626]
time: 6.40376353263855, score: [308.2703]
time: 6.606722593307495, score: [311.77798]
time: 6.8314478397369385, score: [315.28568]
time: 7.201457977294922, score: [318.79337]
time: 7.350286245346069, score: [322.30103]
time: 7.490459203720093, score: [323.47638]
time: 7.6572487354278564, score: [323.47638]
time: 7.782743215560913, score: [323.47638]
time: 7.925907135009766, score: [323.47638]
time: 8.068755388259888, score: [323.47638]
time: 8.208747625350952, score: [323.47638]
time: 8.368537425994873, score: [323.47638]
time: 8.487003326416016, score: [323.47638]
time: 8.611337900161743, score: [323.47638]
time: 8.757426023483276, score: [323.47638]
time: 8.895751714706421, score: [323.47638]
time: 9.004282236099243, score: [323.47638]
time: 9.110900640487671, score: [323.47638]
time: 9.264199495315552, score: [323.47638]
time: 9.400286197662354, score: [323.47638]
time: 9.511083602905273, score: [323.47638]
time: 9.637224197387695, score: [323.47638]
time: 9.744400978088379, score: [323.47638]
time: 9.86671495437622, score: [323.47638]
time: 9.983246564865112, score: [323.47638]
time: 10.08282995223999, score: [323.47638]
