user 42   scene:1
time: 0.0467066764831543, score: [210.28491]
time: 0.1147608757019043, score: [213.88431]
time: 0.1605520248413086, score: [217.31836]
time: 0.21120619773864746, score: [220.75247]
time: 0.26083993911743164, score: [224.18655]
time: 0.3102691173553467, score: [227.66089]
time: 0.35187363624572754, score: [231.15268]
time: 0.40729737281799316, score: [234.64737]
time: 0.4641742706298828, score: [238.14355]
time: 0.5187480449676514, score: [241.64398]
time: 0.57767653465271, score: [245.14557]
time: 0.6275632381439209, score: [248.64865]
time: 0.6675229072570801, score: [252.15326]
time: 0.7144420146942139, score: [255.65872]
time: 0.7676489353179932, score: [259.16516]
time: 0.8183584213256836, score: [262.67242]
time: 0.8618416786193848, score: [266.18008]
time: 0.9078516960144043, score: [269.68777]
time: 0.9560606479644775, score: [273.19547]
time: 0.9951508045196533, score: [276.70316]
time: 1.0450646877288818, score: [280.21085]
time: 1.089874267578125, score: [283.71854]
time: 1.1308207511901855, score: [287.2262]
time: 1.1868093013763428, score: [290.73392]
time: 1.223588228225708, score: [294.2416]
time: 1.274878978729248, score: [297.74924]
time: 1.3290345668792725, score: [301.25693]
time: 1.3672447204589844, score: [304.76462]
time: 1.4063529968261719, score: [308.2723]
time: 1.445554256439209, score: [311.78]
time: 1.4947896003723145, score: [315.2877]
time: 1.53132963180542, score: [318.79538]
time: 1.5680010318756104, score: [322.30304]
time: 1.6028549671173096, score: [323.47638]
time: 1.6674373149871826, score: [323.47638]
time: 1.7102446556091309, score: [323.47638]
time: 1.7546751499176025, score: [323.47638]
time: 1.7965028285980225, score: [323.47638]
time: 1.8427915573120117, score: [323.47638]
time: 1.8921184539794922, score: [323.47638]
time: 1.929206371307373, score: [323.47638]
time: 1.972693681716919, score: [323.47638]
time: 2.011514186859131, score: [323.47638]
time: 2.0590708255767822, score: [323.47638]
time: 2.095219135284424, score: [323.47638]
time: 2.1469051837921143, score: [323.47638]
time: 2.1939337253570557, score: [323.47638]
time: 2.2283926010131836, score: [323.47638]
time: 2.2710511684417725, score: [323.47638]
time: 2.3100345134735107, score: [323.47638]
time: 2.3434557914733887, score: [323.47638]
time: 2.3854236602783203, score: [323.47638]
time: 2.418257713317871, score: [323.47638]
time: 2.449306011199951, score: [323.47638]
