user 61   scene:3
time: 0.05868220329284668, score: [268.61203]
time: 0.2250370979309082, score: [275.89926]
time: 0.36087918281555176, score: [283.18668]
time: 0.5020778179168701, score: [290.5524]
time: 0.6694972515106201, score: [297.9228]
time: 0.8268275260925293, score: [305.29514]
time: 0.9845707416534424, score: [312.67303]
time: 1.1380796432495117, score: [320.05463]
time: 1.3176219463348389, score: [327.54504]
time: 1.4686317443847656, score: [335.09558]
time: 1.616598129272461, score: [342.6525]
time: 1.7709412574768066, score: [350.21075]
time: 1.9242408275604248, score: [357.79385]
time: 2.0892536640167236, score: [365.3937]
time: 2.274379253387451, score: [372.9961]
time: 2.4160618782043457, score: [380.58316]
time: 2.586611032485962, score: [388.15854]
time: 2.770853281021118, score: [395.7957]
time: 2.928298234939575, score: [403.4358]
time: 3.1023004055023193, score: [411.0522]
time: 3.2674295902252197, score: [418.60233]
time: 3.4297895431518555, score: [425.88437]
time: 3.618831157684326, score: [433.0906]
time: 3.823368549346924, score: [438.5175]
time: 4.002131462097168, score: [443.86887]
time: 4.2035887241363525, score: [447.9257]
time: 4.398845195770264, score: [453.29114]
time: 4.578611135482788, score: [458.69968]
time: 4.756567478179932, score: [464.12457]
time: 4.931086778640747, score: [469.55634]
time: 5.118743896484375, score: [475.02603]
time: 5.3189005851745605, score: [480.60443]
time: 5.511187553405762, score: [486.3047]
time: 5.723613023757935, score: [489.46326]
time: 5.91242241859436, score: [490.5653]
time: 6.121581554412842, score: [491.31595]
time: 6.343041181564331, score: [492.0718]
time: 6.586540460586548, score: [492.85757]
time: 6.80072808265686, score: [493.77237]
time: 7.015300989151001, score: [494.69382]
time: 7.2168214321136475, score: [495.59518]
time: 7.45487904548645, score: [496.40643]
time: 7.7014899253845215, score: [497.20578]
time: 7.942630767822266, score: [498.02444]
time: 8.16244912147522, score: [498.00253]
time: 8.429205179214478, score: [497.65408]
time: 8.69920539855957, score: [497.0106]
time: 8.950217962265015, score: [496.4468]
time: 9.194398641586304, score: [495.7322]
time: 9.430430889129639, score: [495.09726]
time: 9.677216053009033, score: [494.6945]
time: 9.912389755249023, score: [494.66498]
time: 10.186258554458618, score: [494.5179]
time: 10.449149131774902, score: [494.62872]
time: 10.673048496246338, score: [494.98944]
time: 10.926669120788574, score: [495.40884]
time: 11.140455722808838, score: [495.75882]
time: 11.378644227981567, score: [495.94662]
time: 11.58107852935791, score: [495.97134]
time: 11.783812761306763, score: [495.9]
time: 11.974412202835083, score: [495.783]
time: 12.30667519569397, score: [495.65115]
time: 12.51335072517395, score: [495.52707]
time: 12.651491165161133, score: [495.43045]
time: 12.793590068817139, score: [495.37915]
time: 12.939364194869995, score: [495.38278]
time: 13.067174911499023, score: [495.43375]
time: 13.21355390548706, score: [495.50827]
time: 13.358661890029907, score: [495.5792]
time: 13.511745691299438, score: [495.62814]
time: 13.646413803100586, score: [495.64902]
time: 13.755414485931396, score: [495.6453]
time: 13.890785455703735, score: [495.62466]
time: 14.041447639465332, score: [495.5964]
time: 14.147854804992676, score: [495.56857]
time: 14.254644632339478, score: [495.5474]
time: 14.372215270996094, score: [495.5364]
time: 14.516639947891235, score: [495.5361]
time: 14.63951063156128, score: [495.54413]
time: 14.755791187286377, score: [495.55667]
time: 14.87311601638794, score: [495.56943]
time: 14.994102478027344, score: [495.57913]
