user 14   scene:1
time: 0.0630943775177002, score: [210.16055]
time: 0.18208837509155273, score: [213.87943]
time: 0.2670309543609619, score: [217.3135]
time: 0.3927743434906006, score: [220.74756]
time: 0.5198719501495361, score: [224.18167]
time: 0.6260995864868164, score: [227.65546]
time: 0.7423555850982666, score: [231.14713]
time: 0.8696906566619873, score: [234.64185]
time: 0.9806487560272217, score: [238.13797]
time: 1.1027143001556396, score: [241.6384]
time: 1.236971139907837, score: [245.13995]
time: 1.378556489944458, score: [248.64304]
time: 1.5058879852294922, score: [252.14764]
time: 1.6449267864227295, score: [255.65308]
time: 1.8091158866882324, score: [259.15952]
time: 1.9677155017852783, score: [262.66675]
time: 2.1325042247772217, score: [266.17444]
time: 2.2844481468200684, score: [269.68213]
time: 2.4608473777770996, score: [273.1898]
time: 2.622756242752075, score: [276.69748]
time: 2.777611494064331, score: [280.20517]
time: 2.9401066303253174, score: [283.71286]
time: 3.0995934009552, score: [287.22055]
time: 3.253650426864624, score: [290.72824]
time: 3.4341819286346436, score: [294.2359]
time: 3.5899484157562256, score: [297.74362]
time: 3.7608277797698975, score: [301.25128]
time: 3.9265706539154053, score: [304.75894]
time: 4.0868377685546875, score: [308.26663]
time: 4.261174917221069, score: [311.77432]
time: 4.423735618591309, score: [315.282]
time: 4.585418939590454, score: [318.7897]
time: 4.782570123672485, score: [322.29736]
time: 4.988947868347168, score: [323.47638]
time: 5.16578483581543, score: [323.47638]
time: 5.366003513336182, score: [323.47638]
time: 5.5638041496276855, score: [323.47638]
time: 5.7504963874816895, score: [323.47638]
time: 5.933096885681152, score: [323.47638]
time: 6.1184446811676025, score: [323.47638]
time: 6.310192108154297, score: [323.47638]
time: 6.509957790374756, score: [323.47638]
time: 6.7138776779174805, score: [323.47638]
time: 6.9269490242004395, score: [323.47638]
time: 7.119478940963745, score: [323.47638]
time: 7.324897050857544, score: [323.47638]
time: 7.555683374404907, score: [323.47638]
time: 7.79908561706543, score: [323.47638]
time: 8.023946285247803, score: [323.47638]
time: 8.224207639694214, score: [323.47638]
time: 8.456305980682373, score: [323.47638]
time: 8.689719200134277, score: [323.47638]
time: 8.921233415603638, score: [323.47638]
time: 9.179171800613403, score: [323.47638]
