user 99   scene:3
time: 0.01332402229309082, score: [268.56168]
time: 0.03688836097717285, score: [275.88895]
time: 0.05397653579711914, score: [283.17456]
time: 0.08139324188232422, score: [290.53555]
time: 0.10556411743164062, score: [297.8998]
time: 0.1257162094116211, score: [305.2653]
time: 0.14879965782165527, score: [312.63562]
time: 0.1669909954071045, score: [320.00766]
time: 0.1894848346710205, score: [327.48447]
time: 0.2072010040283203, score: [335.01617]
time: 0.22528839111328125, score: [342.54523]
time: 0.24373698234558105, score: [350.06464]
time: 0.2613816261291504, score: [357.5962]
time: 0.28031182289123535, score: [365.12973]
time: 0.3016643524169922, score: [372.65488]
time: 0.3211672306060791, score: [380.15063]
time: 0.3390352725982666, score: [387.61932]
time: 0.3565235137939453, score: [395.06992]
time: 0.3739445209503174, score: [402.5778]
time: 0.39972639083862305, score: [410.05103]
time: 0.4241786003112793, score: [417.48782]
time: 0.44698667526245117, score: [424.92523]
time: 0.47098636627197266, score: [432.1871]
time: 0.49602770805358887, score: [439.09274]
time: 0.5180220603942871, score: [444.56104]
time: 0.5368778705596924, score: [449.9406]
time: 0.5578620433807373, score: [454.33994]
time: 0.5777075290679932, score: [458.67886]
time: 0.598365306854248, score: [463.97488]
time: 0.6287355422973633, score: [469.37238]
time: 0.6596825122833252, score: [474.81665]
time: 0.6897752285003662, score: [480.36038]
time: 0.7119884490966797, score: [486.58508]
time: 0.7341394424438477, score: [490.12717]
time: 0.756798267364502, score: [491.6213]
time: 0.7754549980163574, score: [492.62186]
time: 0.7982244491577148, score: [493.26727]
time: 0.8237237930297852, score: [493.9751]
time: 0.8431613445281982, score: [494.70346]
time: 0.8658664226531982, score: [495.41232]
time: 0.8835821151733398, score: [495.94827]
time: 0.9010117053985596, score: [496.30127]
time: 0.9225175380706787, score: [496.39664]
time: 0.941401481628418, score: [496.3111]
time: 0.9614150524139404, score: [496.43137]
time: 0.979670524597168, score: [496.3831]
time: 0.9984424114227295, score: [496.1367]
time: 1.0196821689605713, score: [495.77316]
time: 1.0418741703033447, score: [495.38]
time: 1.0613865852355957, score: [495.02634]
time: 1.0793352127075195, score: [494.77094]
time: 1.1009960174560547, score: [494.6467]
time: 1.1202671527862549, score: [494.63895]
time: 1.1419732570648193, score: [494.71005]
time: 1.1640901565551758, score: [494.82846]
time: 1.185154914855957, score: [494.97183]
time: 1.2060492038726807, score: [494.8265]
time: 1.2289509773254395, score: [494.73254]
time: 1.2475178241729736, score: [494.71017]
time: 1.2690143585205078, score: [494.76932]
time: 1.2902460098266602, score: [494.89752]
time: 1.3075804710388184, score: [495.0625]
time: 1.3245265483856201, score: [495.22754]
time: 1.3430683612823486, score: [495.3624]
time: 1.3644073009490967, score: [495.44965]
time: 1.3790819644927979, score: [495.4858]
time: 1.3938677310943604, score: [495.47778]
time: 1.4087059497833252, score: [495.43686]
time: 1.434147596359253, score: [495.37488]
