user 43   scene:2
time: 0.07398557662963867, score: [236.53986]
time: 0.3821089267730713, score: [239.59344]
time: 0.6440215110778809, score: [242.63991]
time: 0.8517894744873047, score: [245.75006]
time: 1.1166269779205322, score: [248.86491]
time: 1.341158151626587, score: [251.97336]
time: 1.5492970943450928, score: [255.11601]
time: 1.764599084854126, score: [258.2327]
time: 1.9798309803009033, score: [261.3255]
time: 2.171908378601074, score: [264.39795]
time: 2.3789634704589844, score: [267.45367]
time: 2.698453903198242, score: [270.4965]
time: 2.849997043609619, score: [273.52994]
time: 2.9812510013580322, score: [276.5553]
time: 3.1399946212768555, score: [279.57416]
time: 3.2549116611480713, score: [282.58752]
time: 3.4020721912384033, score: [285.59607]
time: 3.5429580211639404, score: [288.60037]
time: 3.683651924133301, score: [291.60062]
time: 3.8355815410614014, score: [294.59702]
time: 3.9491512775421143, score: [297.5896]
time: 4.061802387237549, score: [300.5784]
time: 4.206875562667847, score: [303.5634]
time: 4.34562873840332, score: [306.5446]
time: 4.451332092285156, score: [309.522]
time: 4.5590009689331055, score: [312.49573]
time: 4.6999993324279785, score: [315.46585]
time: 4.824538707733154, score: [318.4326]
time: 4.887856483459473, score: [321.39606]
time: 5.0044732093811035, score: [324.3566]
time: 5.119265079498291, score: [327.31433]
time: 5.229075193405151, score: [330.26956]
time: 5.355218172073364, score: [333.22253]
time: 5.467546463012695, score: [334.69904]
time: 5.56920862197876, score: [334.7017]
time: 5.678979396820068, score: [334.70593]
time: 5.794736623764038, score: [334.71304]
time: 5.927800893783569, score: [334.7202]
time: 6.020653486251831, score: [334.7274]
time: 6.123770713806152, score: [334.73456]
time: 6.2129271030426025, score: [334.74173]
time: 6.293582201004028, score: [334.7489]
time: 6.399191856384277, score: [334.75604]
time: 6.485307455062866, score: [334.7632]
time: 6.56755256652832, score: [334.7704]
time: 6.665204286575317, score: [334.77756]
time: 6.768383264541626, score: [334.78473]
time: 6.8606202602386475, score: [334.79187]
time: 6.946142196655273, score: [334.79907]
time: 7.0356316566467285, score: [334.8062]
time: 7.120885372161865, score: [334.81342]
time: 7.203450918197632, score: [334.81256]
time: 7.278562068939209, score: [334.79895]
time: 7.3510637283325195, score: [334.78525]
time: 7.409104347229004, score: [334.7716]
time: 7.485261917114258, score: [334.75793]
time: 7.555867671966553, score: [334.74426]
time: 7.634533166885376, score: [334.7306]
time: 7.696540355682373, score: [334.71692]
time: 7.757818698883057, score: [334.70325]
time: 7.82403039932251, score: [334.6896]
time: 7.896261215209961, score: [334.67593]
time: 7.98204493522644, score: [334.6623]
time: 8.058027029037476, score: [334.64862]
time: 8.120224475860596, score: [334.63495]
time: 8.178579330444336, score: [334.62128]
time: 8.225744724273682, score: [334.6076]
time: 8.27671766281128, score: [334.59393]
time: 8.33138394355774, score: [334.58026]
time: 8.379420042037964, score: [334.56662]
time: 8.42368197441101, score: [334.55295]
time: 8.474004030227661, score: [334.53928]
time: 8.52519416809082, score: [334.52563]
time: 8.578680753707886, score: [334.51196]
time: 8.621417999267578, score: [334.4983]
time: 8.674766302108765, score: [334.48462]
time: 8.723299503326416, score: [334.47098]
time: 8.776636123657227, score: [334.4573]
time: 8.837846040725708, score: [334.44363]
time: 8.890273332595825, score: [334.42996]
time: 8.93069338798523, score: [334.4163]
time: 8.969118118286133, score: [334.40265]
time: 9.011302947998047, score: [334.38898]
time: 9.058658599853516, score: [334.3753]
time: 9.111756324768066, score: [334.36163]
time: 9.15889024734497, score: [334.34796]
time: 9.198345422744751, score: [334.33432]
time: 9.243885278701782, score: [334.3297]
time: 9.287366390228271, score: [334.3297]
time: 9.327330112457275, score: [334.3297]
time: 9.369822025299072, score: [334.3297]
time: 9.407793045043945, score: [334.3297]
time: 9.444243431091309, score: [334.3297]
time: 9.487096548080444, score: [334.3297]
time: 9.530990839004517, score: [334.3297]
time: 9.573631286621094, score: [334.3297]
time: 9.624947786331177, score: [334.3297]
time: 9.677598714828491, score: [334.3297]
time: 9.717995643615723, score: [334.3297]
time: 9.759969234466553, score: [334.3297]
time: 9.794545650482178, score: [334.3297]
time: 9.842129230499268, score: [334.3297]
time: 9.879059553146362, score: [334.3297]
