user 7   scene:2
time: 0.05212974548339844, score: [236.50739]
time: 0.31300902366638184, score: [239.58339]
time: 0.5518002510070801, score: [242.62865]
time: 0.8287568092346191, score: [245.73027]
time: 1.1019814014434814, score: [248.82832]
time: 1.3517138957977295, score: [251.902]
time: 1.5941190719604492, score: [254.99438]
time: 1.8671088218688965, score: [258.07227]
time: 2.0846545696258545, score: [261.12866]
time: 2.3317301273345947, score: [264.16907]
time: 2.6340112686157227, score: [267.19775]
time: 2.859215497970581, score: [270.2176]
time: 3.0931222438812256, score: [273.23108]
time: 3.3506922721862793, score: [276.23898]
time: 3.557934045791626, score: [279.24164]
time: 3.795283555984497, score: [282.23938]
time: 4.010416746139526, score: [285.23236]
time: 4.20829963684082, score: [288.22055]
time: 4.429188966751099, score: [291.20398]
time: 4.511596202850342, score: [294.18262]
time: 4.840956926345825, score: [297.1566]
time: 4.983500003814697, score: [300.12878]
time: 5.121521234512329, score: [303.09808]
time: 5.2741780281066895, score: [306.06326]
time: 5.4035725593566895, score: [309.02475]
time: 5.55701756477356, score: [311.98294]
time: 5.701226711273193, score: [314.9382]
time: 5.859697103500366, score: [317.8909]
time: 5.995960235595703, score: [320.8413]
time: 6.109947204589844, score: [323.7898]
time: 6.245577096939087, score: [326.7365]
time: 6.4095330238342285, score: [329.6818]
time: 6.530024766921997, score: [332.6258]
time: 6.643365859985352, score: [334.17206]
time: 6.782944679260254, score: [334.16504]
time: 6.92370867729187, score: [334.156]
time: 7.056995391845703, score: [334.147]
time: 7.169726371765137, score: [334.13803]
time: 7.283020496368408, score: [334.12903]
time: 7.406802415847778, score: [334.12003]
time: 7.52070426940918, score: [334.11102]
time: 7.639217376708984, score: [334.10202]
time: 7.736347436904907, score: [334.09302]
time: 7.84899115562439, score: [334.08405]
time: 7.9469263553619385, score: [334.07504]
time: 8.071431636810303, score: [334.06604]
time: 8.1795015335083, score: [334.057]
time: 8.276755094528198, score: [334.04803]
time: 8.366153478622437, score: [334.039]
time: 8.464494466781616, score: [334.03]
time: 8.571699857711792, score: [334.02103]
time: 8.651029109954834, score: [334.01202]
time: 8.734482049942017, score: [334.00302]
time: 8.828383207321167, score: [333.99402]
time: 8.926900386810303, score: [333.985]
time: 9.015038013458252, score: [333.97604]
time: 9.09941816329956, score: [333.967]
time: 9.191479206085205, score: [333.958]
time: 9.279828310012817, score: [333.94904]
time: 9.35582685470581, score: [333.94]
time: 9.43395709991455, score: [333.93103]
time: 9.508671998977661, score: [333.922]
time: 9.584971189498901, score: [333.9248]
time: 9.684008836746216, score: [333.9323]
time: 9.764833927154541, score: [333.93976]
time: 9.829902410507202, score: [333.94727]
time: 9.893441677093506, score: [333.95474]
time: 9.968568325042725, score: [333.96222]
time: 10.049050569534302, score: [333.9697]
time: 10.134397745132446, score: [333.9772]
