user 80   scene:3
time: 0.2927267551422119, score: [268.61038]
time: 0.44248485565185547, score: [275.8989]
time: 0.5536441802978516, score: [283.1863]
time: 0.6797504425048828, score: [290.55203]
time: 0.7782406806945801, score: [297.92242]
time: 0.8525557518005371, score: [305.29474]
time: 0.916719913482666, score: [312.67267]
time: 1.0093300342559814, score: [320.05426]
time: 1.0843183994293213, score: [327.54465]
time: 1.1776702404022217, score: [335.0952]
time: 1.247786045074463, score: [342.6521]
time: 1.371434211730957, score: [350.2104]
time: 1.4840404987335205, score: [357.7935]
time: 1.6009986400604248, score: [365.3933]
time: 1.7069118022918701, score: [372.99573]
time: 1.8295958042144775, score: [380.58282]
time: 1.9463191032409668, score: [388.15817]
time: 2.0543155670166016, score: [395.79526]
time: 2.171402931213379, score: [403.4354]
time: 2.2941880226135254, score: [411.0518]
time: 2.441066026687622, score: [418.64395]
time: 2.5787832736968994, score: [426.14404]
time: 2.7302980422973633, score: [433.38596]
time: 2.886491298675537, score: [439.40042]
time: 3.0349156856536865, score: [444.50424]
time: 3.192133903503418, score: [449.46555]
time: 3.328770399093628, score: [454.5277]
time: 3.513570785522461, score: [459.9142]
time: 3.66131591796875, score: [465.3315]
time: 3.8051514625549316, score: [470.76697]
time: 3.9689886569976807, score: [476.24167]
time: 4.121877431869507, score: [482.17142]
time: 4.282817125320435, score: [489.09265]
time: 4.462981939315796, score: [492.70865]
time: 4.624582767486572, score: [493.6937]
time: 4.796051025390625, score: [494.68243]
time: 4.966310501098633, score: [495.62784]
time: 5.14339542388916, score: [496.38608]
time: 5.305638790130615, score: [497.16476]
time: 5.472562551498413, score: [497.96487]
time: 5.65272068977356, score: [498.7402]
time: 5.8441383838653564, score: [499.18552]
time: 6.027629137039185, score: [498.85208]
time: 6.200804710388184, score: [498.19925]
time: 6.404524564743042, score: [497.62823]
time: 6.612483263015747, score: [497.4315]
time: 6.79231858253479, score: [497.51743]
time: 6.969999074935913, score: [497.66086]
time: 7.147699594497681, score: [497.7982]
time: 7.345087051391602, score: [497.88602]
time: 7.536628723144531, score: [497.89365]
time: 7.734494209289551, score: [497.84094]
time: 7.946035385131836, score: [497.78528]
time: 8.147882223129272, score: [497.75784]
time: 8.347927808761597, score: [497.75665]
time: 8.573420286178589, score: [497.7685]
time: 8.816386938095093, score: [497.78152]
time: 9.021157264709473, score: [497.78894]
time: 9.22099232673645, score: [497.78986]
time: 9.452327489852905, score: [497.7869]
time: 9.665425062179565, score: [497.78333]
time: 9.901860475540161, score: [497.78125]
time: 10.16258716583252, score: [497.7809]
time: 10.39650845527649, score: [497.78165]
time: 10.669793605804443, score: [497.78256]
time: 10.935601472854614, score: [497.78314]
time: 11.180188179016113, score: [497.78326]
time: 11.416475296020508, score: [497.78308]
time: 11.680627346038818, score: [497.7828]
