user 49   scene:2
time: 0.5829722881317139, score: [236.51952]
time: 0.8065552711486816, score: [239.58847]
time: 0.949373722076416, score: [242.63435]
time: 1.0323283672332764, score: [245.74034]
time: 1.11311674118042, score: [248.84724]
time: 1.1974577903747559, score: [251.93471]
time: 1.2653608322143555, score: [255.05254]
time: 1.3489456176757812, score: [258.14746]
time: 1.4195470809936523, score: [261.2192]
time: 1.5133650302886963, score: [264.27258]
time: 1.6340546607971191, score: [267.31198]
time: 1.7432019710540771, score: [270.34082]
time: 1.8563792705535889, score: [273.36237]
time: 1.9546120166778564, score: [276.37744]
time: 2.0677008628845215, score: [279.38696]
time: 2.178494453430176, score: [282.3916]
time: 2.2979371547698975, score: [285.39163]
time: 2.4144108295440674, score: [288.38733]
time: 2.5523831844329834, score: [291.37866]
time: 2.696826696395874, score: [294.36572]
time: 2.841745615005493, score: [297.34845]
time: 2.975648880004883, score: [300.3269]
time: 3.1447908878326416, score: [303.3011]
time: 3.3027148246765137, score: [306.27124]
time: 3.462451457977295, score: [309.23755]
time: 3.6058120727539062, score: [312.2002]
time: 3.783496618270874, score: [315.15955]
time: 3.9376022815704346, score: [318.11966]
time: 4.083905458450317, score: [321.07736]
time: 4.2468767166137695, score: [324.03253]
time: 4.4122209548950195, score: [326.98538]
time: 4.565133571624756, score: [329.93625]
time: 4.742109060287476, score: [332.8853]
time: 4.898681640625, score: [334.39963]
time: 5.087753772735596, score: [334.39673]
time: 5.267639875411987, score: [334.39386]
time: 5.435595273971558, score: [334.39096]
time: 5.597703695297241, score: [334.38806]
time: 5.768318176269531, score: [334.3852]
time: 5.94685697555542, score: [334.38226]
time: 6.14018177986145, score: [334.3794]
time: 6.328644037246704, score: [334.37653]
time: 6.499526262283325, score: [334.3736]
time: 6.702417612075806, score: [334.37073]
time: 6.903524160385132, score: [334.3678]
time: 7.0840654373168945, score: [334.36493]
time: 7.2610838413238525, score: [334.36206]
time: 7.451894760131836, score: [334.35913]
time: 7.646920680999756, score: [334.35626]
time: 7.839408874511719, score: [334.35336]
time: 8.03001880645752, score: [334.35046]
time: 8.237957239151001, score: [334.34756]
time: 8.439746379852295, score: [334.34467]
time: 8.63862156867981, score: [334.3418]
