user 40   scene:2
time: 0.052788734436035156, score: [236.51997]
time: 0.2174215316772461, score: [239.58862]
time: 0.34054064750671387, score: [242.6345]
time: 0.47421836853027344, score: [245.74051]
time: 0.6416723728179932, score: [248.8474]
time: 0.7892811298370361, score: [251.93486]
time: 0.948810338973999, score: [255.05269]
time: 1.094038724899292, score: [258.1476]
time: 1.2698755264282227, score: [261.21936]
time: 1.4184391498565674, score: [264.27274]
time: 1.5702381134033203, score: [267.31213]
time: 1.7236096858978271, score: [270.34094]
time: 1.8906280994415283, score: [273.3625]
time: 2.041541337966919, score: [276.37756]
time: 2.201662063598633, score: [279.3871]
time: 2.363027811050415, score: [282.3917]
time: 2.532341480255127, score: [285.39175]
time: 2.7099850177764893, score: [288.38745]
time: 2.872211456298828, score: [291.37878]
time: 3.053380012512207, score: [294.36584]
time: 3.2123913764953613, score: [297.34857]
time: 3.3739309310913086, score: [300.32703]
time: 3.5609328746795654, score: [303.30124]
time: 3.765166759490967, score: [306.27136]
time: 3.9407389163970947, score: [309.23764]
time: 4.125950336456299, score: [312.20032]
time: 4.324103355407715, score: [315.15967]
time: 4.506038665771484, score: [318.11975]
time: 4.687606334686279, score: [321.07748]
time: 4.874600172042847, score: [324.03262]
time: 5.056680917739868, score: [326.9855]
time: 5.26477575302124, score: [329.93637]
time: 5.446067810058594, score: [332.88544]
time: 5.667418956756592, score: [334.39966]
time: 5.855695009231567, score: [334.39676]
time: 6.061966180801392, score: [334.3939]
time: 6.275608777999878, score: [334.391]
time: 6.517477035522461, score: [334.3881]
time: 6.746585130691528, score: [334.3852]
time: 6.9544432163238525, score: [334.3823]
time: 7.139884948730469, score: [334.3794]
time: 7.386488914489746, score: [334.37653]
time: 7.61372184753418, score: [334.37366]
time: 7.848453044891357, score: [334.37076]
time: 8.082460165023804, score: [334.36786]
time: 8.371540069580078, score: [334.36493]
time: 8.634194135665894, score: [334.36206]
time: 8.895307540893555, score: [334.35916]
time: 9.12821364402771, score: [334.35626]
time: 9.367181539535522, score: [334.35336]
time: 9.611130952835083, score: [334.35046]
time: 9.852919816970825, score: [334.3476]
time: 10.141904354095459, score: [334.3447]
time: 10.395580530166626, score: [334.3418]
